sub,repetition,direction,hue,chroma,lightness,shape,group,observation,block,trial
19,2,30,30,15,90,circle,even,12,8,3
19,2,60,30,15,90,triangle,even,14,8,4
19,2,90,60,15,90,circle,even,15,8,5
19,2,-60,180,15,90,circle,even,17,8,6
19,2,-30,60,15,90,circle,even,22,8,7
19,2,-30,90,15,90,triangle,even,24,8,8
19,2,30,180,15,90,circle,even,26,8,9
19,2,-90,120,15,90,triangle,even,27,8,10
19,2,-60,90,15,90,fleur,even,34,8,11
19,2,-30,0,15,90,fleur,even,37,8,12
19,2,0,180,15,90,cross,even,38,8,13
19,2,60,120,15,90,fleur,even,42,8,14
19,2,60,150,15,90,circle,even,43,8,15
19,2,60,120,15,90,triangle,even,44,8,16
19,2,30,60,15,90,triangle,even,46,8,17
19,2,90,150,15,90,fleur,even,48,8,18
19,2,-60,0,15,90,cross,even,49,8,19
19,2,-60,90,15,90,cross,even,54,8,20
19,2,90,90,15,90,fleur,even,55,8,21
19,2,0,150,15,90,circle,even,56,8,22
19,2,60,60,15,90,fleur,even,59,8,23
19,2,-90,90,15,90,fleur,even,63,8,24
19,2,60,30,15,90,fleur,even,64,8,25
19,2,90,180,15,90,triangle,even,65,8,26
19,2,90,0,15,90,fleur,even,72,8,27
19,2,0,90,15,90,circle,even,75,8,28
19,2,-90,150,15,90,triangle,even,76,8,29
19,2,90,60,15,90,fleur,even,78,8,30
19,2,30,30,15,90,fleur,even,79,8,31
19,2,90,60,15,90,triangle,even,86,8,32
19,2,-90,60,15,90,triangle,even,88,8,33
19,2,0,60,15,90,fleur,even,89,8,34
19,2,90,0,15,90,triangle,even,97,8,35
19,2,-90,150,15,90,fleur,even,98,8,36
19,2,90,0,15,90,cross,even,102,8,37
19,2,60,0,15,90,triangle,even,106,8,38
19,2,30,180,15,90,cross,even,107,8,39
19,2,-90,150,15,90,cross,even,109,8,40
19,2,-60,150,15,90,circle,even,112,8,41
19,2,30,60,15,90,fleur,even,115,8,42
19,2,-90,0,15,90,cross,even,117,8,43
19,2,90,180,15,90,circle,even,118,8,44
19,2,-60,60,15,90,cross,even,120,8,45
19,2,-90,90,15,90,cross,even,123,8,46
19,2,60,90,15,90,triangle,even,128,8,47
19,2,-60,90,15,90,circle,even,132,8,48
19,2,-30,90,15,90,circle,even,136,9,0
19,2,-90,180,15,90,fleur,even,145,9,1
19,2,-60,60,15,90,fleur,even,146,9,2
19,2,-60,0,15,90,circle,even,148,9,3
19,2,-60,180,15,90,cross,even,152,9,4
19,2,60,150,15,90,fleur,even,154,9,5
19,2,30,30,15,90,triangle,even,160,9,6
19,2,-60,0,15,90,triangle,even,161,9,7
19,2,60,90,15,90,cross,even,166,9,8
19,2,-60,180,15,90,fleur,even,167,9,9
19,2,60,30,15,90,circle,even,171,9,10
19,2,-30,0,15,90,cross,even,172,9,11
19,2,-30,60,15,90,triangle,even,174,9,12
19,2,-30,150,15,90,triangle,even,175,9,13
19,2,-30,180,15,90,circle,even,177,9,14
19,2,30,150,15,90,fleur,even,183,9,15
19,2,-90,30,15,90,cross,even,196,9,16
19,2,-90,30,15,90,fleur,even,198,9,17
19,2,-30,120,15,90,fleur,even,201,9,18
19,2,-90,120,15,90,cross,even,204,9,19
19,2,60,180,15,90,cross,even,208,9,20
19,2,-90,30,15,90,circle,even,211,9,21
19,2,0,0,15,90,triangle,even,212,9,22
19,2,90,30,15,90,fleur,even,213,9,23
19,2,90,150,15,90,triangle,even,214,9,24
19,2,-90,60,15,90,fleur,even,215,9,25
19,2,30,0,15,90,triangle,even,216,9,26
19,2,-30,30,15,90,cross,even,217,9,27
19,2,60,0,15,90,circle,even,226,9,28
19,2,0,150,15,90,triangle,even,232,9,29
19,2,30,180,15,90,triangle,even,235,9,30
19,2,0,0,15,90,fleur,even,236,9,31
19,2,-60,150,15,90,cross,even,238,9,32
19,2,30,0,15,90,circle,even,240,9,33
19,2,-60,120,15,90,triangle,even,250,9,34
19,2,-90,90,15,90,circle,even,253,9,35
19,2,90,180,15,90,cross,even,255,9,36
19,2,0,60,15,90,circle,even,256,9,37
19,2,0,30,15,90,cross,even,261,9,38
19,2,30,120,15,90,fleur,even,266,9,39
19,2,30,120,15,90,cross,even,268,9,40
19,2,60,90,15,90,circle,even,270,9,41
19,2,30,90,15,90,fleur,even,272,9,42
19,2,0,90,15,90,fleur,even,274,9,43
19,2,90,150,15,90,cross,even,277,9,44
19,2,30,120,15,90,triangle,even,278,9,45
19,2,0,30,15,90,fleur,even,279,9,46
19,2,0,120,15,90,cross,even,282,9,47
19,2,90,60,15,90,cross,even,291,9,48
19,2,0,180,15,90,fleur,even,293,10,0
19,2,-60,60,15,90,triangle,even,296,10,1
19,2,30,30,15,90,cross,even,302,10,2
19,2,90,0,15,90,circle,even,306,10,3
19,2,-90,120,15,90,circle,even,307,10,4
19,2,-90,120,15,90,fleur,even,310,10,5
19,2,90,30,15,90,cross,even,314,10,6
19,2,0,90,15,90,cross,even,328,10,7
19,2,90,120,15,90,triangle,even,336,10,8
19,2,-30,60,15,90,cross,even,338,10,9
19,2,-30,180,15,90,triangle,even,340,10,10
19,2,60,180,15,90,triangle,even,342,10,11
19,2,0,30,15,90,triangle,even,343,10,12
19,2,30,0,15,90,fleur,even,346,10,13
19,2,-60,150,15,90,fleur,even,351,10,14
19,2,-60,120,15,90,circle,even,357,10,15
19,2,-60,150,15,90,triangle,even,359,10,16
19,2,60,150,15,90,triangle,even,361,10,17
19,2,-30,30,15,90,triangle,even,362,10,18
19,2,30,150,15,90,circle,even,364,10,19
19,2,-30,120,15,90,cross,even,368,10,20
19,2,30,180,15,90,fleur,even,370,10,21
19,2,60,0,15,90,fleur,even,372,10,22
19,2,90,30,15,90,circle,even,378,10,23
19,2,90,120,15,90,fleur,even,381,10,24
19,2,-90,60,15,90,circle,even,385,10,25
19,2,30,60,15,90,cross,even,387,10,26
19,2,60,120,15,90,cross,even,390,10,27
19,2,60,120,15,90,circle,even,391,10,28
19,2,90,90,15,90,circle,even,394,10,29
19,2,-30,30,15,90,circle,even,406,10,30
19,2,-60,30,15,90,triangle,even,408,10,31
19,2,0,180,15,90,circle,even,409,10,32
19,2,-60,30,15,90,fleur,even,415,10,33
19,2,30,60,15,90,circle,even,419,10,34
19,2,30,150,15,90,cross,even,422,10,35
19,2,-30,120,15,90,triangle,even,424,10,36
19,2,30,120,15,90,circle,even,427,10,37
19,2,90,180,15,90,fleur,even,429,10,38
19,2,90,120,15,90,cross,even,433,10,39
19,2,60,180,15,90,circle,even,436,10,40
19,2,0,150,15,90,fleur,even,437,10,41
19,2,0,120,15,90,circle,even,439,10,42
19,2,-90,0,15,90,fleur,even,440,10,43
19,2,30,0,15,90,cross,even,441,10,44
19,2,-60,90,15,90,triangle,even,442,10,45
19,2,-90,0,15,90,circle,even,446,10,46
19,2,60,60,15,90,triangle,even,448,10,47
19,2,-30,60,15,90,fleur,even,451,10,48
19,2,30,90,15,90,triangle,even,454,11,0
19,2,30,90,15,90,circle,even,455,11,1
19,2,90,120,15,90,circle,even,457,11,2
19,2,-90,180,15,90,cross,even,458,11,3
19,2,-60,30,15,90,cross,even,465,11,4
19,2,-90,150,15,90,circle,even,466,11,5
19,2,90,30,15,90,triangle,even,469,11,6
19,2,-30,90,15,90,cross,even,472,11,7
19,2,-90,0,15,90,triangle,even,476,11,8
19,2,90,90,15,90,cross,even,484,11,9
19,2,-60,30,15,90,circle,even,486,11,10
19,2,0,180,15,90,triangle,even,488,11,11
19,2,30,150,15,90,triangle,even,491,11,12
19,2,90,150,15,90,circle,even,492,11,13
19,2,90,90,15,90,triangle,even,495,11,14
19,2,-60,0,15,90,fleur,even,504,11,15
19,2,30,90,15,90,cross,even,508,11,16
19,2,60,30,15,90,cross,even,514,11,17
19,2,0,0,15,90,circle,even,515,11,18
19,2,-60,60,15,90,circle,even,516,11,19
19,2,-30,30,15,90,fleur,even,521,11,20
19,2,-30,90,15,90,fleur,even,522,11,21
19,2,-60,120,15,90,fleur,even,523,11,22
19,2,-60,120,15,90,cross,even,524,11,23
19,2,-90,90,15,90,triangle,even,525,11,24
19,2,-30,180,15,90,fleur,even,528,11,25
19,2,-90,30,15,90,triangle,even,529,11,26
19,2,0,30,15,90,circle,even,530,11,27
19,2,0,120,15,90,fleur,even,534,11,28
19,2,-30,0,15,90,triangle,even,535,11,29
19,2,-30,150,15,90,circle,even,537,11,30
19,2,60,90,15,90,fleur,even,538,11,31
19,2,0,120,15,90,triangle,even,542,11,32
19,2,-30,180,15,90,cross,even,545,11,33
19,2,60,180,15,90,fleur,even,546,11,34
19,2,0,0,15,90,cross,even,548,11,35
19,2,-30,150,15,90,fleur,even,551,11,36
19,2,-90,180,15,90,circle,even,561,11,37
19,2,-90,180,15,90,triangle,even,563,11,38
19,2,-60,180,15,90,triangle,even,571,11,39
19,2,60,150,15,90,cross,even,572,11,40
19,2,0,90,15,90,triangle,even,573,11,41
19,2,-30,120,15,90,circle,even,574,11,42
19,2,60,60,15,90,cross,even,576,11,43
19,2,-30,0,15,90,circle,even,581,11,44
19,2,0,150,15,90,cross,even,582,11,45
19,2,60,0,15,90,cross,even,584,11,46
19,2,-90,60,15,90,cross,even,586,11,47
19,2,60,60,15,90,circle,even,587,11,48
20,0,30,60,15,90,circle,hard,0,0,0
20,0,0,95,15,90,circle,hard,1,0,1
20,0,-90,0,15,90,triangle,hard,2,0,2
20,0,30,120,15,90,circle,hard,4,0,3
20,0,90,95,15,90,circle,hard,6,0,4
20,0,90,90,15,90,circle,hard,9,0,5
20,0,5,85,15,90,circle,hard,11,0,6
20,0,-30,95,15,90,cross,hard,18,0,7
20,0,-30,90,15,90,triangle,hard,21,0,8
20,0,-30,120,15,90,triangle,hard,23,0,9
20,0,-5,120,15,90,cross,hard,24,0,10
20,0,0,0,15,90,cross,hard,30,0,11
20,0,-5,90,15,90,triangle,hard,35,0,12
20,0,90,60,15,90,circle,hard,37,0,13
20,0,-5,85,15,90,cross,hard,40,0,14
20,0,-30,95,15,90,fleur,hard,41,0,15
20,0,30,95,15,90,fleur,hard,45,0,16
20,0,0,0,15,90,circle,hard,49,0,17
20,0,30,60,15,90,triangle,hard,53,0,18
20,0,-90,0,15,90,circle,hard,56,0,19
20,0,5,60,15,90,fleur,hard,58,0,20
20,0,90,0,15,90,fleur,hard,63,0,21
20,0,-30,120,15,90,circle,hard,66,0,22
20,0,-5,60,15,90,cross,hard,69,0,23
20,0,-5,180,15,90,triangle,hard,77,0,24
20,0,90,60,15,90,triangle,hard,78,0,25
20,0,-5,0,15,90,cross,hard,79,0,26
20,0,-30,180,15,90,circle,hard,80,0,27
20,0,-5,85,15,90,triangle,hard,81,0,28
20,0,-5,0,15,90,circle,hard,83,0,29
20,0,-5,90,15,90,circle,hard,85,0,30
20,0,90,90,15,90,fleur,hard,88,0,31
20,0,0,85,15,90,fleur,hard,89,0,32
20,0,-5,180,15,90,circle,hard,90,0,33
20,0,-90,180,15,90,triangle,hard,100,0,34
20,0,90,95,15,90,fleur,hard,109,0,35
20,0,-30,85,15,90,cross,hard,114,0,36
20,0,-90,120,15,90,fleur,hard,121,0,37
20,0,90,85,15,90,circle,hard,122,0,38
20,0,90,85,15,90,triangle,hard,125,0,39
20,0,5,90,15,90,fleur,hard,126,0,40
20,0,5,120,15,90,triangle,hard,127,0,41
20,0,5,180,15,90,fleur,hard,137,0,42
20,0,5,60,15,90,triangle,hard,140,0,43
20,0,-90,60,15,90,circle,hard,148,0,44
20,0,90,85,15,90,cross,hard,150,0,45
20,0,0,120,15,90,circle,hard,151,0,46
20,0,0,120,15,90,cross,hard,156,0,47
20,0,30,85,15,90,triangle,hard,158,0,48
20,0,0,60,15,90,cross,hard,159,1,0
20,0,-90,95,15,90,triangle,hard,160,1,1
20,0,-30,0,15,90,circle,hard,163,1,2
20,0,-30,60,15,90,triangle,hard,164,1,3
20,0,90,180,15,90,circle,hard,165,1,4
20,0,30,95,15,90,circle,hard,168,1,5
20,0,5,95,15,90,triangle,hard,169,1,6
20,0,30,180,15,90,triangle,hard,172,1,7
20,0,0,0,15,90,triangle,hard,173,1,8
20,0,-30,85,15,90,circle,hard,175,1,9
20,0,-90,90,15,90,fleur,hard,180,1,10
20,0,90,95,15,90,triangle,hard,181,1,11
20,0,30,85,15,90,cross,hard,183,1,12
20,0,30,180,15,90,fleur,hard,188,1,13
20,0,0,60,15,90,triangle,hard,193,1,14
20,0,90,180,15,90,cross,hard,194,1,15
20,0,0,90,15,90,circle,hard,197,1,16
20,0,5,0,15,90,fleur,hard,198,1,17
20,0,0,60,15,90,fleur,hard,201,1,18
20,0,-30,60,15,90,fleur,hard,205,1,19
20,0,-30,180,15,90,fleur,hard,206,1,20
20,0,-5,95,15,90,cross,hard,208,1,21
20,0,30,95,15,90,cross,hard,210,1,22
20,0,-5,90,15,90,fleur,hard,211,1,23
20,0,-90,180,15,90,fleur,hard,213,1,24
20,0,30,120,15,90,cross,hard,216,1,25
20,0,0,180,15,90,triangle,hard,219,1,26
20,0,90,60,15,90,fleur,hard,222,1,27
20,0,90,120,15,90,circle,hard,227,1,28
20,0,-5,85,15,90,circle,hard,229,1,29
20,0,30,0,15,90,circle,hard,233,1,30
20,0,0,60,15,90,circle,hard,234,1,31
20,0,0,95,15,90,fleur,hard,240,1,32
20,0,-5,60,15,90,circle,hard,242,1,33
20,0,-5,60,15,90,fleur,hard,246,1,34
20,0,0,0,15,90,fleur,hard,249,1,35
20,0,5,95,15,90,cross,hard,251,1,36
20,0,0,120,15,90,fleur,hard,257,1,37
20,0,-30,60,15,90,cross,hard,261,1,38
20,0,0,180,15,90,cross,hard,262,1,39
20,0,90,180,15,90,fleur,hard,264,1,40
20,0,5,95,15,90,fleur,hard,273,1,41
20,0,-30,180,15,90,triangle,hard,276,1,42
20,0,-90,60,15,90,fleur,hard,282,1,43
20,0,-30,90,15,90,circle,hard,284,1,44
20,0,5,90,15,90,circle,hard,286,1,45
20,0,5,180,15,90,circle,hard,287,1,46
20,0,-90,0,15,90,fleur,hard,289,1,47
20,0,5,0,15,90,circle,hard,291,1,48
20,0,5,85,15,90,cross,hard,293,2,0
20,0,-90,60,15,90,triangle,hard,294,2,1
20,0,90,120,15,90,cross,hard,295,2,2
20,0,0,85,15,90,cross,hard,296,2,3
20,0,30,85,15,90,fleur,hard,299,2,4
20,0,90,0,15,90,circle,hard,302,2,5
20,0,-90,95,15,90,circle,hard,309,2,6
20,0,-5,180,15,90,fleur,hard,311,2,7
20,0,90,0,15,90,cross,hard,312,2,8
20,0,5,120,15,90,cross,hard,322,2,9
20,0,5,120,15,90,fleur,hard,323,2,10
20,0,-90,120,15,90,triangle,hard,328,2,11
20,0,5,90,15,90,cross,hard,334,2,12
20,0,-30,85,15,90,fleur,hard,335,2,13
20,0,0,180,15,90,fleur,hard,340,2,14
20,0,0,85,15,90,triangle,hard,346,2,15
20,0,-5,95,15,90,triangle,hard,347,2,16
20,0,-30,90,15,90,cross,hard,350,2,17
20,0,0,95,15,90,cross,hard,356,2,18
20,0,-5,85,15,90,fleur,hard,357,2,19
20,0,-30,180,15,90,cross,hard,362,2,20
20,0,-90,120,15,90,cross,hard,366,2,21
20,0,30,90,15,90,cross,hard,367,2,22
20,0,-90,95,15,90,fleur,hard,370,2,23
20,0,-90,85,15,90,fleur,hard,371,2,24
20,0,5,180,15,90,triangle,hard,372,2,25
20,0,-90,120,15,90,circle,hard,376,2,26
20,0,-30,85,15,90,triangle,hard,378,2,27
20,0,30,60,15,90,fleur,hard,380,2,28
20,0,30,0,15,90,triangle,hard,386,2,29
20,0,30,0,15,90,cross,hard,389,2,30
20,0,0,95,15,90,triangle,hard,390,2,31
20,0,90,60,15,90,cross,hard,391,2,32
20,0,-5,90,15,90,cross,hard,392,2,33
20,0,-90,0,15,90,cross,hard,395,2,34
20,0,5,0,15,90,triangle,hard,396,2,35
20,0,30,90,15,90,triangle,hard,398,2,36
20,0,-5,120,15,90,fleur,hard,399,2,37
20,0,90,90,15,90,cross,hard,400,2,38
20,0,-30,120,15,90,fleur,hard,403,2,39
20,0,-30,90,15,90,fleur,hard,416,2,40
20,0,30,85,15,90,circle,hard,418,2,41
20,0,30,90,15,90,fleur,hard,422,2,42
20,0,-30,95,15,90,circle,hard,424,2,43
20,0,-30,0,15,90,cross,hard,427,2,44
20,0,5,85,15,90,triangle,hard,430,2,45
20,0,-90,85,15,90,circle,hard,431,2,46
20,0,90,85,15,90,fleur,hard,433,2,47
20,0,90,90,15,90,triangle,hard,439,2,48
20,0,-5,60,15,90,triangle,hard,441,3,0
20,0,-90,180,15,90,circle,hard,442,3,1
20,0,30,180,15,90,cross,hard,446,3,2
20,0,90,95,15,90,cross,hard,454,3,3
20,0,90,120,15,90,triangle,hard,458,3,4
20,0,-90,180,15,90,cross,hard,459,3,5
20,0,90,0,15,90,triangle,hard,471,3,6
20,0,5,60,15,90,cross,hard,472,3,7
20,0,0,120,15,90,triangle,hard,473,3,8
20,0,-5,95,15,90,circle,hard,480,3,9
20,0,30,0,15,90,fleur,hard,481,3,10
20,0,5,95,15,90,circle,hard,482,3,11
20,0,5,180,15,90,cross,hard,490,3,12
20,0,-5,120,15,90,triangle,hard,492,3,13
20,0,-5,0,15,90,fleur,hard,493,3,14
20,0,5,60,15,90,circle,hard,496,3,15
20,0,5,120,15,90,circle,hard,498,3,16
20,0,-90,90,15,90,cross,hard,500,3,17
20,0,-5,95,15,90,fleur,hard,505,3,18
20,0,30,180,15,90,circle,hard,506,3,19
20,0,-90,90,15,90,triangle,hard,507,3,20
20,0,30,120,15,90,fleur,hard,510,3,21
20,0,90,120,15,90,fleur,hard,511,3,22
20,0,-90,60,15,90,cross,hard,515,3,23
20,0,30,120,15,90,triangle,hard,516,3,24
20,0,0,90,15,90,triangle,hard,520,3,25
20,0,-30,120,15,90,cross,hard,521,3,26
20,0,-30,60,15,90,circle,hard,528,3,27
20,0,0,90,15,90,fleur,hard,529,3,28
20,0,-5,120,15,90,circle,hard,530,3,29
20,0,5,85,15,90,fleur,hard,531,3,30
20,0,-90,90,15,90,circle,hard,533,3,31
20,0,90,180,15,90,triangle,hard,535,3,32
20,0,30,90,15,90,circle,hard,545,3,33
20,0,5,90,15,90,triangle,hard,550,3,34
20,0,0,180,15,90,circle,hard,551,3,35
20,0,-30,0,15,90,triangle,hard,553,3,36
20,0,-5,180,15,90,cross,hard,563,3,37
20,0,-90,95,15,90,cross,hard,565,3,38
20,0,-30,0,15,90,fleur,hard,568,3,39
20,0,0,85,15,90,circle,hard,570,3,40
20,0,-90,85,15,90,cross,hard,571,3,41
20,0,30,95,15,90,triangle,hard,575,3,42
20,0,-90,85,15,90,triangle,hard,576,3,43
20,0,-30,95,15,90,triangle,hard,577,3,44
20,0,30,60,15,90,cross,hard,578,3,45
20,0,-5,0,15,90,triangle,hard,579,3,46
20,0,5,0,15,90,cross,hard,582,3,47
20,0,0,90,15,90,cross,hard,583,3,48
20,1,30,0,15,90,triangle,hard,5,4,0
20,1,-90,180,15,90,fleur,hard,8,4,1
20,1,-30,95,15,90,triangle,hard,10,4,2
20,1,90,0,15,90,circle,hard,13,4,3
20,1,30,90,15,90,fleur,hard,15,4,4
20,1,30,95,15,90,triangle,hard,16,4,5
20,1,5,90,15,90,cross,hard,20,4,6
20,1,-30,120,15,90,triangle,hard,22,4,7
20,1,-90,85,15,90,cross,hard,25,4,8
20,1,-30,180,15,90,triangle,hard,32,4,9
20,1,0,120,15,90,circle,hard,33,4,10
20,1,-90,95,15,90,triangle,hard,34,4,11
20,1,30,85,15,90,cross,hard,38,4,12
20,1,-90,60,15,90,circle,hard,39,4,13
20,1,-90,90,15,90,cross,hard,44,4,14
20,1,90,85,15,90,triangle,hard,51,4,15
20,1,30,0,15,90,cross,hard,52,4,16
20,1,-90,95,15,90,cross,hard,57,4,17
20,1,0,60,15,90,fleur,hard,59,4,18
20,1,0,0,15,90,triangle,hard,64,4,19
20,1,90,180,15,90,circle,hard,67,4,20
20,1,-5,120,15,90,fleur,hard,68,4,21
20,1,5,95,15,90,circle,hard,71,4,22
20,1,30,85,15,90,fleur,hard,72,4,23
20,1,-30,0,15,90,fleur,hard,73,4,24
20,1,-30,60,15,90,cross,hard,75,4,25
20,1,-5,90,15,90,circle,hard,86,4,26
20,1,5,60,15,90,fleur,hard,87,4,27
20,1,-90,0,15,90,fleur,hard,91,4,28
20,1,-90,180,15,90,cross,hard,92,4,29
20,1,90,60,15,90,triangle,hard,94,4,30
20,1,0,95,15,90,cross,hard,95,4,31
20,1,-30,90,15,90,cross,hard,97,4,32
20,1,0,95,15,90,circle,hard,98,4,33
20,1,0,0,15,90,circle,hard,99,4,34
20,1,30,180,15,90,triangle,hard,102,4,35
20,1,90,60,15,90,circle,hard,103,4,36
20,1,-5,60,15,90,fleur,hard,104,4,37
20,1,5,85,15,90,circle,hard,105,4,38
20,1,-5,90,15,90,triangle,hard,110,4,39
20,1,90,95,15,90,circle,hard,111,4,40
20,1,-30,95,15,90,cross,hard,113,4,41
20,1,-30,85,15,90,triangle,hard,116,4,42
20,1,-30,180,15,90,circle,hard,117,4,43
20,1,-90,180,15,90,triangle,hard,118,4,44
20,1,-90,60,15,90,cross,hard,123,4,45
20,1,90,0,15,90,fleur,hard,124,4,46
20,1,-5,85,15,90,fleur,hard,130,4,47
20,1,-5,0,15,90,circle,hard,133,4,48
20,1,5,60,15,90,cross,hard,134,5,0
20,1,-90,90,15,90,circle,hard,135,5,1
20,1,-5,95,15,90,circle,hard,136,5,2
20,1,90,95,15,90,triangle,hard,138,5,3
20,1,5,95,15,90,cross,hard,139,5,4
20,1,-30,180,15,90,cross,hard,141,5,5
20,1,-5,180,15,90,circle,hard,145,5,6
20,1,0,90,15,90,triangle,hard,147,5,7
20,1,5,85,15,90,fleur,hard,153,5,8
20,1,5,90,15,90,circle,hard,154,5,9
20,1,-90,120,15,90,cross,hard,155,5,10
20,1,-5,95,15,90,triangle,hard,162,5,11
20,1,90,90,15,90,triangle,hard,166,5,12
20,1,30,60,15,90,circle,hard,177,5,13
20,1,90,85,15,90,cross,hard,186,5,14
20,1,-30,180,15,90,fleur,hard,187,5,15
20,1,-5,0,15,90,fleur,hard,189,5,16
20,1,0,180,15,90,fleur,hard,190,5,17
20,1,-5,0,15,90,triangle,hard,191,5,18
20,1,90,120,15,90,triangle,hard,195,5,19
20,1,0,60,15,90,cross,hard,199,5,20
20,1,-90,180,15,90,circle,hard,204,5,21
20,1,0,95,15,90,triangle,hard,207,5,22
20,1,0,180,15,90,cross,hard,209,5,23
20,1,5,120,15,90,triangle,hard,214,5,24
20,1,30,90,15,90,circle,hard,218,5,25
20,1,-90,85,15,90,fleur,hard,221,5,26
20,1,5,0,15,90,circle,hard,223,5,27
20,1,0,120,15,90,cross,hard,231,5,28
20,1,5,180,15,90,circle,hard,232,5,29
20,1,30,90,15,90,cross,hard,235,5,30
20,1,-5,60,15,90,cross,hard,236,5,31
20,1,5,0,15,90,fleur,hard,238,5,32
20,1,90,120,15,90,fleur,hard,239,5,33
20,1,0,180,15,90,circle,hard,241,5,34
20,1,90,180,15,90,fleur,hard,243,5,35
20,1,-5,180,15,90,cross,hard,244,5,36
20,1,0,120,15,90,triangle,hard,245,5,37
20,1,30,90,15,90,triangle,hard,250,5,38
20,1,-90,85,15,90,circle,hard,252,5,39
20,1,-5,90,15,90,cross,hard,253,5,40
20,1,-30,60,15,90,fleur,hard,255,5,41
20,1,-90,90,15,90,fleur,hard,256,5,42
20,1,30,60,15,90,triangle,hard,258,5,43
20,1,-5,120,15,90,circle,hard,260,5,44
20,1,-90,85,15,90,triangle,hard,263,5,45
20,1,-30,60,15,90,circle,hard,269,5,46
20,1,5,85,15,90,cross,hard,270,5,47
20,1,-30,120,15,90,fleur,hard,271,5,48
20,1,-5,180,15,90,fleur,hard,275,6,0
20,1,-30,60,15,90,triangle,hard,278,6,1
20,1,-30,90,15,90,circle,hard,279,6,2
20,1,30,95,15,90,circle,hard,280,6,3
20,1,30,60,15,90,fleur,hard,288,6,4
20,1,30,180,15,90,cross,hard,292,6,5
20,1,0,60,15,90,triangle,hard,301,6,6
20,1,0,90,15,90,circle,hard,304,6,7
20,1,-30,90,15,90,fleur,hard,306,6,8
20,1,5,0,15,90,cross,hard,307,6,9
20,1,0,0,15,90,fleur,hard,317,6,10
20,1,5,180,15,90,fleur,hard,318,6,11
20,1,-90,0,15,90,cross,hard,319,6,12
20,1,-5,180,15,90,triangle,hard,324,6,13
20,1,90,85,15,90,fleur,hard,332,6,14
20,1,0,90,15,90,fleur,hard,333,6,15
20,1,0,0,15,90,cross,hard,336,6,16
20,1,-30,120,15,90,circle,hard,337,6,17
20,1,-90,60,15,90,triangle,hard,338,6,18
20,1,90,90,15,90,circle,hard,341,6,19
20,1,5,95,15,90,fleur,hard,348,6,20
20,1,0,85,15,90,triangle,hard,349,6,21
20,1,-5,95,15,90,fleur,hard,351,6,22
20,1,90,180,15,90,cross,hard,352,6,23
20,1,5,90,15,90,triangle,hard,353,6,24
20,1,30,120,15,90,fleur,hard,354,6,25
20,1,30,180,15,90,fleur,hard,360,6,26
20,1,-5,120,15,90,triangle,hard,361,6,27
20,1,90,95,15,90,cross,hard,364,6,28
20,1,30,120,15,90,triangle,hard,365,6,29
20,1,90,85,15,90,circle,hard,369,6,30
20,1,-5,85,15,90,cross,hard,375,6,31
20,1,-90,95,15,90,fleur,hard,377,6,32
20,1,-90,0,15,90,circle,hard,379,6,33
20,1,90,120,15,90,circle,hard,383,6,34
20,1,-30,0,15,90,cross,hard,384,6,35
20,1,-5,85,15,90,triangle,hard,387,6,36
20,1,-5,95,15,90,cross,hard,397,6,37
20,1,0,60,15,90,circle,hard,404,6,38
20,1,90,180,15,90,triangle,hard,408,6,39
20,1,-5,90,15,90,fleur,hard,409,6,40
20,1,-30,95,15,90,circle,hard,410,6,41
20,1,0,180,15,90,triangle,hard,414,6,42
20,1,5,95,15,90,triangle,hard,415,6,43
20,1,90,0,15,90,triangle,hard,420,6,44
20,1,30,85,15,90,triangle,hard,423,6,45
20,1,30,0,15,90,fleur,hard,429,6,46
20,1,-90,95,15,90,circle,hard,432,6,47
20,1,90,120,15,90,cross,hard,437,6,48
20,1,30,95,15,90,fleur,hard,440,7,0
20,1,-30,85,15,90,circle,hard,445,7,1
20,1,0,120,15,90,fleur,hard,447,7,2
20,1,90,90,15,90,cross,hard,448,7,3
20,1,-90,120,15,90,fleur,hard,449,7,4
20,1,30,120,15,90,cross,hard,453,7,5
20,1,30,85,15,90,circle,hard,461,7,6
20,1,-30,90,15,90,triangle,hard,462,7,7
20,1,30,60,15,90,cross,hard,466,7,8
20,1,30,95,15,90,cross,hard,470,7,9
20,1,-90,0,15,90,triangle,hard,474,7,10
20,1,-30,85,15,90,cross,hard,475,7,11
20,1,5,90,15,90,fleur,hard,477,7,12
20,1,0,85,15,90,fleur,hard,479,7,13
20,1,-5,0,15,90,cross,hard,483,7,14
20,1,5,60,15,90,circle,hard,485,7,15
20,1,90,60,15,90,cross,hard,486,7,16
20,1,5,120,15,90,circle,hard,489,7,17
20,1,-90,90,15,90,triangle,hard,495,7,18
20,1,-30,0,15,90,circle,hard,499,7,19
20,1,0,90,15,90,cross,hard,501,7,20
20,1,5,120,15,90,cross,hard,502,7,21
20,1,0,95,15,90,fleur,hard,504,7,22
20,1,5,60,15,90,triangle,hard,508,7,23
20,1,-30,85,15,90,fleur,hard,512,7,24
20,1,-5,60,15,90,circle,hard,517,7,25
20,1,-90,60,15,90,fleur,hard,518,7,26
20,1,-30,0,15,90,triangle,hard,519,7,27
20,1,5,180,15,90,triangle,hard,523,7,28
20,1,5,85,15,90,triangle,hard,527,7,29
20,1,0,85,15,90,cross,hard,534,7,30
